Transaction_Key,Date_Key,Department_Key,Cost_Centre_Key,Cost_Category_Key,Vendor_Key,Budget_Amount,Actual_Amount,Headcount
32357,20241201,1,4,5,2,157660,174467,48
32358,20240611,11,8,3,13,616566,544397,980
32359,20240111,2,5,2,14,28433,30955,107
32360,20231003,6,14,5,10,321114,273777,64
32361,20230710,6,10,2,9,98980,111186,72
32362,20230119,12,2,4,11,46517,31602,82
32363,20230404,10,13,8,3,298968,310051,254
32364,20230319,2,9,1,18,54527,60440,1068
32365,20230116,1,5,3,13,113371,127403,1037
32366,20250303,2,3,1,18,240388,286409,701
32367,20230224,2,15,1,3,125838,123686,1077
32368,20221220,3,5,5,12,203752,188842,66
32369,20250927,5,4,1,19,279659,196210,845
32370,20240924,11,13,7,9,491494,459653,591
32371,20250216,8,15,1,7,241088,302459,21
32372,20240725,5,2,6,19,80387,83401,97
32373,20240621,3,8,3,17,654532,750649,979
32374,20240310,3,11,3,14,361181,397399,125
32375,20240819,6,14,4,9,42444,54514,109
32376,20241120,4,10,4,11,31758,27010,84
32377,20220115,2,10,2,9,40493,33449,51
32378,20250428,8,9,3,5,64009,59902,744
32379,20241219,2,4,1,16,177191,161574,828
32380,20231113,4,15,5,9,219507,174242,89
32381,20251116,2,1,4,3,71220,80939,88
32382,20230130,1,1,4,19,118854,118995,38
32383,20230511,4,2,7,1,192310,209557,1190
32384,20250505,1,2,7,6,333083,358939,280
32385,20250924,10,2,7,2,189343,227650,533
32386,20221002,7,3,8,19,182675,158977,254
32387,20230117,8,10,5,18,347362,251297,115
32388,20230217,1,14,1,4,65079,68507,289
32389,20250608,2,8,1,6,198161,166736,131
32390,20230615,4,15,1,17,78992,72465,532
32391,20230430,1,9,1,13,142146,190141,256
32392,20251020,11,7,7,5,438159,464999,1003
32393,20240720,6,1,1,20,56221,60476,1078
32394,20220629,10,6,4,12,23065,18455,37
32395,20230305,6,10,4,10,15479,14874,59
32396,20250818,1,2,3,4,159208,121023,1002
32397,20221130,8,13,1,5,222179,223188,603
32398,20230828,12,4,3,20,49123,45361,483
32399,20230322,10,2,1,20,186019,207921,491
32400,20250929,8,10,3,5,687429,576864,899
32401,20221015,5,1,7,17,350506,328056,906
32402,20241231,1,2,9,5,9343,7262,79
32403,20220606,1,5,1,14,164162,186992,617
32404,20251013,10,4,4,13,108985,114040,17
32405,20220930,8,8,1,1,80461,91218,273
32406,20251210,6,15,1,4,264050,385092,374
32407,20221029,5,1,7,19,312065,367356,628
32408,20240907,4,15,5,6,139647,136814,71
32409,20250720,2,14,9,2,32391,37050,88
32410,20220222,1,15,7,9,48707,73073,1177
32411,20251205,1,10,1,3,267394,337381,518
32412,20240623,1,13,1,20,243114,262167,332
32413,20221012,1,13,1,16,233983,314651,900
32414,20250227,4,7,9,2,12754,16250,16
32415,20240406,5,11,1,2,156623,139953,1146
32416,20230620,7,1,6,6,14530,17664,67
32417,20220204,11,9,5,18,342696,323654,47
32418,20220610,9,1,10,6,12450,13532,81
32419,20220920,1,1,7,2,143305,108513,317
32420,20230908,6,8,8,8,286021,220941,1192
32421,20230430,11,9,7,8,452117,543895,632
32422,20240416,10,11,3,4,175418,221134,725
32423,20230622,1,9,1,6,229448,244349,1185
32424,20250730,8,13,3,1,508221,633942,1129
32425,20250604,10,8,7,13,373261,366418,187
32426,20231127,6,10,6,2,63091,55724,87
32427,20241207,4,12,1,16,86358,66838,95
32428,20251004,9,3,1,3,273849,244547,505
32429,20250730,1,2,1,13,258923,279601,1144
32430,20221120,8,6,9,4,29328,33880,93
32431,20230102,2,2,2,4,349052,375570,39
32432,20230522,5,14,5,15,101915,92393,97
32433,20221118,4,5,2,18,311734,363715,47
32434,20241129,12,12,2,4,201972,215159,97
32435,20241227,4,6,4,13,64356,82618,12
32436,20230514,2,9,6,10,63724,47699,116
32437,20220803,8,12,6,6,32044,39366,73
32438,20250212,8,9,7,1,202210,234779,1083
32439,20251020,5,7,2,12,214787,231998,89
32440,20250907,10,9,1,1,211144,229162,1071
32441,20240701,4,7,4,8,24247,25890,71
32442,20221002,7,8,1,5,186478,167417,21
32443,20240801,8,4,3,1,504396,644398,563
32444,20230109,5,4,1,5,107742,134746,598
32445,20240607,8,10,8,15,536827,526495,752
32446,20221205,1,11,5,1,139259,168643,55
32447,20230126,10,8,10,3,9564,10053,78
32448,20240519,2,8,1,10,242932,203534,820
32449,20250614,4,5,1,9,57683,50787,729
32450,20250210,4,1,1,16,121936,127121,46
32451,20250820,11,1,1,16,184285,240365,1035
32452,20240505,6,13,2,11,276421,170374,75
32453,20230630,8,2,5,2,212220,222899,74
32454,20230828,8,5,8,5,604736,548675,853
32455,20240612,1,1,1,14,270042,336730,887
32456,20250720,7,3,6,3,9997,8737,43
32457,20240825,8,9,1,1,202461,281569,1160
32458,20250609,3,2,2,12,34707,30647,85
32459,20251019,9,11,1,3,63962,65350,632
32460,20251223,2,5,1,16,56752,70915,98
32461,20231230,11,2,3,6,626596,828918,1073
32462,20240215,1,3,6,14,54405,35460,87
32463,20231206,5,10,9,3,6395,0,110
32464,20230313,1,13,1,8,206103,212223,131
32465,20240617,2,2,3,9,530792,577260,626
32466,20241211,4,5,8,4,70444,53129,847
32467,20230921,4,12,6,5,64928,47830,113
32468,20240916,3,9,2,3,288600,208913,115
32469,20250111,2,4,2,5,97453,118656,38
32470,20231005,8,8,1,11,241451,238992,216
32471,20241118,2,15,7,5,292406,317701,967
32472,20220723,1,15,9,4,11005,9347,8
32473,20220921,10,10,1,1,54072,51712,666
32474,20250220,3,1,1,14,260572,296025,155
32475,20240921,2,8,7,8,81018,56269,576
32476,20221029,3,3,6,12,18128,22876,116
32477,20240114,3,13,1,2,173414,162776,924
32478,20241026,11,15,5,19,20242,24414,118
32479,20251219,9,5,7,13,166778,148151,67
32480,20231213,1,2,1,7,233872,273197,391
32481,20220318,10,1,1,12,269157,154138,580
32482,20250929,1,3,1,19,252042,254300,799
32483,20250616,1,8,3,19,101490,97273,720
32484,20220901,11,3,1,1,100487,121394,26
32485,20221224,8,8,3,18,647650,530539,912
32486,20230303,1,9,9,2,5422,5783,72
32487,20231114,11,8,6,4,27150,35373,41
32488,20250221,2,13,9,20,30420,20451,118
32489,20240303,3,13,1,3,259057,258476,419
32490,20240127,4,7,5,14,60463,44178,59
32491,20220403,9,8,4,7,107985,118868,73
32492,20230712,12,10,5,11,234959,215335,109
32493,20251012,10,1,1,19,162387,191588,1005
32494,20230206,1,8,1,13,188304,193580,356
32495,20230830,10,11,1,13,248029,297517,703
32496,20221225,4,4,5,9,240372,284464,66
32497,20220205,3,11,5,1,344408,393838,38
32498,20231215,12,10,1,8,223544,191770,473
32499,20240207,8,9,1,11,47769,57947,194
32500,20251128,8,3,1,17,245628,287252,666
32501,20250813,9,2,7,11,91202,114012,57
32502,20250417,3,3,10,20,10990,12972,110
32503,20220212,1,12,7,4,385606,403631,1153
32504,20220829,11,13,1,17,242846,193121,888
32505,20250820,12,8,1,6,44193,44419,1012
32506,20240914,2,10,3,13,282775,291284,79
32507,20240807,1,3,1,9,181885,197861,50
32508,20220624,3,13,7,4,490915,585858,737
32509,20250320,10,5,3,5,185300,198701,670
32510,20220902,1,7,10,3,71944,83049,89
32511,20230907,10,9,2,3,213883,269324,18
32512,20240109,3,15,6,11,8731,9262,10
32513,20221005,4,11,1,1,59524,84396,237
32514,20240214,11,2,1,2,104603,98848,968
32515,20250926,1,1,5,9,190291,206909,114
32516,20250426,2,4,3,7,32148,30105,538
32517,20250201,9,13,1,20,69932,88476,1190
32518,20221124,1,7,1,15,96131,114678,185
32519,20250324,1,15,3,18,269923,269090,1095
32520,20250217,2,6,3,20,144518,105245,810
32521,20240221,4,4,3,14,554848,549341,739
32522,20220421,3,11,6,9,51345,60644,57
32523,20240117,1,1,5,19,288625,253639,102
32524,20220504,3,12,1,18,73146,58815,133
32525,20241102,3,10,5,15,301431,319859,12
32526,20220703,2,4,9,7,51511,65345,60
32527,20230527,9,11,3,8,52054,54316,1158
32528,20230423,3,1,1,7,225006,288155,661
32529,20221123,3,2,3,1,327465,306844,137
32530,20240721,8,5,3,2,292014,242096,600
32531,20221223,11,15,5,19,66366,68986,1
32532,20221017,9,8,5,20,313809,302000,78
32533,20220419,8,12,6,3,35599,37108,11
32534,20220504,2,15,8,18,547908,641498,503
32535,20240602,1,10,4,2,117140,115003,114
32536,20230111,1,9,10,11,4038,3124,37
32537,20240119,12,14,8,13,471059,375247,209
32538,20251111,3,11,3,7,76056,63121,658
32539,20230617,3,11,3,19,132798,171670,252
32540,20240922,10,14,5,1,40283,38360,108
32541,20240219,6,8,2,2,309116,361958,42
32542,20230327,1,10,1,5,267627,296953,1132
32543,20231207,2,8,7,15,423400,451910,686
32544,20231222,3,6,1,20,211323,306133,464
32545,20220303,2,2,1,2,95157,124077,826
32546,20250815,9,6,7,13,407342,425065,951
32547,20230715,5,11,9,5,40280,47448,88
32548,20231231,4,4,3,14,538530,657640,451
32549,20230810,1,1,1,1,115689,127562,945
32550,20220923,9,10,8,10,335558,257971,1199
32551,20221011,6,15,9,7,61864,66289,45
32552,20240504,1,7,5,13,38322,45476,64
32553,20220118,1,2,8,2,411141,475818,713
32554,20240426,7,8,1,3,50344,51189,410
32555,20240229,2,14,6,18,77779,74688,45
32556,20220322,8,8,4,1,63979,50755,19
32557,20221029,10,15,3,4,494240,330315,79
32558,20220405,2,3,3,2,386069,364955,327
32559,20230811,3,13,3,2,348513,330503,843
32560,20220313,4,8,1,12,177682,216021,446
32561,20230212,2,1,1,16,62905,77932,77
32562,20250814,9,15,1,18,75476,75256,666
32563,20240611,12,5,4,1,71539,58626,11
32564,20220115,4,2,2,15,393508,463623,15
32565,20240622,5,2,3,7,593745,583107,626
32566,20251219,10,15,8,5,46346,33710,1119
32567,20250404,6,9,6,3,15193,17014,32
32568,20240110,10,1,6,1,12289,18471,31
32569,20230804,2,10,1,2,155359,123921,1097
32570,20221031,1,11,1,1,202293,205776,402
32571,20221224,2,9,3,15,317560,452855,867
32572,20230823,2,4,5,2,22865,25399,78
32573,20230713,9,5,3,5,311563,297175,402
32574,20251205,4,1,3,10,141041,147757,234
32575,20251001,9,3,3,13,405426,340790,1024
32576,20250417,4,14,4,9,33501,29324,30
32577,20220317,4,4,8,16,138826,166469,556
32578,20230409,9,12,8,11,449203,364101,548
32579,20240818,3,9,3,2,90653,85781,860
32580,20230830,1,13,3,11,642444,586564,855
32581,20221218,1,10,2,20,103986,110373,112
32582,20231223,5,8,5,18,57730,84108,66
32583,20230505,8,9,2,3,348190,459607,94
32584,20221115,7,7,3,17,370243,371285,1156
32585,20240516,3,2,1,1,161156,171534,1077
32586,20230422,3,12,4,13,16696,19494,13
32587,20250807,1,13,7,16,120273,138358,519
32588,20251108,5,15,1,15,90358,101750,590
32589,20220427,10,6,5,12,318102,359451,108
32590,20220618,6,10,4,7,42720,32919,98
32591,20240503,1,13,5,4,255164,371392,11
32592,20240615,6,11,1,5,171429,145006,86
32593,20230105,4,5,6,3,73883,80371,13
32594,20250413,5,4,4,15,64535,71325,54
32595,20241030,9,10,6,5,8172,9151,21
32596,20240624,9,8,1,6,112093,104974,627
32597,20230525,10,13,6,19,36407,28772,112
32598,20240907,4,2,1,6,130527,142415,153
32599,20240620,3,9,1,20,75850,82625,1057
32600,20220603,9,1,3,20,422034,441822,327
32601,20250720,8,12,6,20,27810,34996,67
32602,20250602,7,8,3,16,351476,325026,883
32603,20220318,12,1,1,11,40453,29289,1153
32604,20240304,12,1,1,4,162192,0,920
32605,20220303,3,7,7,17,103567,117526,737
32606,20250326,4,1,1,3,182363,164944,982
32607,20250218,1,9,3,6,487635,476491,739
32608,20240525,5,2,10,8,13910,16023,98
32609,20240911,9,4,4,1,115091,108320,1
32610,20230215,4,5,6,17,83943,100756,35
32611,20240630,5,1,8,5,376349,254932,753
32612,20240409,2,11,5,2,77168,81712,96
32613,20230521,4,1,9,10,93800,96858,52
32614,20231115,3,10,9,19,85048,119420,52
32615,20241206,11,8,10,17,4823,0,71
32616,20231114,2,14,3,13,512347,560067,1147
32617,20240624,1,3,10,8,4735,4564,10
32618,20231222,5,2,1,19,97149,102475,700
32619,20241202,4,13,3,10,158804,228576,1088
32620,20230831,4,8,3,19,542091,611671,885
32621,20241021,12,15,5,2,210589,208264,57
32622,20220409,2,5,1,6,262014,281069,686
32623,20250926,9,1,1,8,264014,352174,940
32624,20220612,5,8,10,2,6268,6139,118
32625,20240901,10,3,3,7,651923,643960,290
32626,20231009,8,7,1,15,83195,71144,311
32627,20250310,3,6,5,15,173344,154255,36
32628,20240227,12,1,1,10,205925,269404,989
32629,20221213,2,7,7,11,335813,458753,566
32630,20241016,6,12,1,4,192433,205546,446
32631,20220801,1,6,1,5,82360,88319,640
32632,20250223,2,13,3,14,385536,509025,948
32633,20230215,2,9,2,17,188041,255086,54
32634,20220216,8,4,5,1,168670,165867,42
32635,20220628,2,6,9,19,18273,16341,29
32636,20221224,4,14,1,15,70936,64216,1075
32637,20240609,1,15,4,14,99464,96052,73
32638,20230905,11,14,9,15,11977,15054,113
32639,20221101,2,13,5,5,311112,211518,90
32640,20220807,8,1,3,1,695916,691631,1182
32641,20220915,2,9,1,2,70206,71922,704
32642,20230518,1,8,4,11,38467,35835,3
32643,20240314,7,14,1,10,170557,167524,933
32644,20250901,10,1,3,14,242757,273539,1160
32645,20230402,3,2,8,5,123347,114530,258
32646,20221230,2,4,8,19,604768,635685,109
32647,20230802,4,9,5,5,139711,119070,93
32648,20241130,4,10,9,15,49469,47755,73
32649,20220806,6,3,1,7,111111,143370,209
32650,20250506,1,14,3,1,465911,396460,567
32651,20251018,11,10,1,18,117486,171646,625
32652,20241002,10,15,9,2,74127,90908,12
32653,20241114,9,9,8,1,296836,372750,114
32654,20250226,1,6,5,6,324667,392612,35
32655,20240926,9,9,6,6,36513,34013,107
32656,20230226,4,2,1,8,141833,135830,820
32657,20250718,4,8,4,15,21840,24793,110
32658,20230821,2,10,8,18,292329,257641,209
32659,20250510,2,10,8,2,642222,429345,447
32660,20231210,9,9,3,19,83968,83849,219
32661,20231228,5,9,1,10,43023,47532,1002
32662,20240421,3,2,7,9,249887,167195,917
32663,20230110,4,5,1,6,181158,125452,592
32664,20240813,7,11,3,12,646988,804493,700
32665,20231207,8,4,9,2,43443,46588,110
32666,20240428,5,13,3,8,465249,560974,253
32667,20220130,10,4,8,10,313321,280552,142
32668,20240120,8,3,1,5,65771,69628,1000
32669,20250128,4,15,1,1,117053,119331,382
32670,20230617,1,13,1,5,226430,251043,116
32671,20240315,9,7,3,3,41130,48953,1081
32672,20230110,1,4,1,5,233373,296427,741
32673,20230422,1,7,1,5,229871,241768,1073
32674,20220511,3,8,1,11,157980,144387,614
32675,20230917,2,6,7,14,243444,313297,131
32676,20230730,5,10,8,15,29843,29731,503
32677,20231007,1,3,8,9,338977,432951,1158
32678,20251211,7,1,1,17,100772,124591,887
32679,20240731,12,13,1,4,197295,189940,265
32680,20240106,1,8,9,14,89525,87963,112
32681,20220824,2,8,1,20,276275,292110,509
32682,20221012,1,10,3,4,343588,318488,1126
32683,20250417,6,13,1,13,218965,180576,546
32684,20240918,2,9,6,5,65017,60170,64
32685,20221027,1,6,3,11,613743,725360,162
32686,20230410,1,11,7,5,472292,464116,167
32687,20220128,2,1,10,8,31671,33317,40
32688,20241023,3,2,1,2,66312,79508,725
32689,20250318,1,5,5,19,24645,22616,85
32690,20220831,10,1,2,8,190808,253499,111
32691,20221120,5,3,4,8,31961,35550,24
32692,20240303,4,8,1,13,147113,134748,884
32693,20220821,3,11,10,4,41431,50200,115
32694,20240704,2,4,1,9,87995,85550,168
32695,20230614,5,15,4,2,29665,32870,101
32696,20230808,2,13,5,9,138960,113849,73
32697,20221016,8,9,4,8,36282,38398,76
32698,20220201,7,15,1,20,157421,147036,1001
32699,20231109,5,6,1,15,61058,54311,657
32700,20220621,4,14,6,6,85332,87300,22
32701,20231008,3,1,9,3,60055,53465,54
32702,20250204,3,8,10,3,17677,20205,12
32703,20230306,10,12,7,5,401720,337641,550
32704,20230712,2,12,3,17,242004,220216,172
32705,20241018,2,10,4,17,116915,108569,105
32706,20221220,2,10,2,9,374751,560609,57
32707,20230930,9,15,1,16,69846,92428,615
32708,20250407,11,4,3,3,30527,27793,567
32709,20250510,2,6,5,20,257188,283245,73
32710,20241026,11,9,4,2,40965,59355,119
32711,20250219,12,5,1,3,178428,233675,534
32712,20240131,7,5,8,5,316639,322806,640
32713,20230601,4,4,5,2,94761,108268,73
32714,20240103,10,1,8,15,128944,155739,241
32715,20250213,2,11,2,7,26061,33866,57
32716,20230115,6,4,3,20,592188,580577,621
32717,20230815,11,11,9,4,73921,85106,19
32718,20250111,4,3,8,1,37366,51379,463
32719,20230603,11,6,1,6,193261,199820,286
32720,20250415,4,8,3,4,530357,427443,170
32721,20240420,4,4,4,9,62749,68997,40
32722,20220206,12,13,2,20,43536,40869,5
32723,20230102,2,10,5,12,241839,224720,72
32724,20250110,1,8,1,15,272763,328642,246
32725,20240120,1,8,2,10,320275,316453,30
32726,20220510,2,4,5,10,95708,97316,30
32727,20230311,2,15,9,2,37581,35594,117
32728,20240709,4,12,3,8,321476,352432,292
32729,20220206,4,13,7,11,457785,380854,1010
32730,20250523,5,9,3,2,206570,281493,724
32731,20220228,12,2,1,4,40681,38435,276
32732,20251018,5,2,1,17,41149,43864,364
32733,20230514,8,4,9,2,71535,41204,32
32734,20220315,3,5,1,12,168575,181632,1062
32735,20220328,1,8,1,11,72057,67504,1038
32736,20250930,2,8,3,1,202477,250433,959
32737,20230401,4,1,3,2,107927,100360,276
32738,20230131,8,7,5,8,307965,323500,111
32739,20220922,1,9,5,2,174308,205043,26
32740,20220315,5,8,5,16,116197,92578,100
32741,20220605,4,8,2,4,394607,420193,43
32742,20250601,10,8,4,13,65355,52458,93
32743,20251220,5,12,1,11,166015,199228,948
32744,20231123,9,13,6,7,77154,67120,1
32745,20230221,7,11,8,17,267639,330865,1028
32746,20230117,11,1,8,16,29283,38305,728
32747,20231108,2,3,1,13,69022,71431,316
32748,20220531,9,15,1,6,237322,249057,481
32749,20240324,2,2,1,18,185698,202848,178
32750,20220719,5,10,8,4,314226,392707,198
32751,20241231,6,4,5,19,125153,105083,34
32752,20250111,3,2,1,15,77061,82382,774
32753,20220716,10,10,1,15,168095,213834,42
32754,20240714,2,2,3,3,544845,748311,884
32755,20250917,5,4,5,6,255714,343042,49
32756,20241014,10,10,10,17,30030,37397,20
32757,20240130,12,3,1,18,224983,204522,854
32758,20240513,9,14,3,14,341342,375472,1195
32759,20220206,9,3,1,18,154887,110853,1045
32760,20230621,7,10,10,4,59759,68718,10
32761,20220320,3,4,1,9,45271,36908,558
32762,20240714,6,10,7,10,401690,319816,772
32763,20221129,2,6,5,8,78197,80902,76
32764,20250729,2,8,5,18,46412,55516,119
32765,20220220,1,15,10,11,39921,38495,66
32766,20231121,2,8,4,19,72895,100953,59
32767,20220307,2,2,4,10,77579,84607,2
32768,20241122,8,8,1,4,100970,93458,189
32769,20220119,2,11,3,2,367647,335651,522
32770,20220415,1,4,2,8,365144,0,76
32771,20250925,7,2,5,1,176790,163477,19
32772,20240408,10,15,2,2,149170,171935,8
32773,20220324,4,11,1,3,59485,59316,645
32774,20231105,2,3,1,15,113728,95245,22
32775,20221126,8,8,3,11,327868,349090,601
32776,20240621,4,1,8,5,634672,513380,315
32777,20220312,2,14,5,9,156733,164932,33
32778,20230618,5,10,7,16,342151,309089,430
32779,20220221,10,4,2,11,69910,81791,46
32780,20240108,8,4,1,1,273246,233047,412
32781,20240402,1,3,1,10,70488,51806,949
32782,20220801,6,2,3,17,639310,632471,119
32783,20250723,5,6,1,1,253877,233106,143
32784,20220101,1,4,5,14,160055,156126,16
32785,20240922,1,1,7,16,150996,189951,738
32786,20240220,1,10,1,17,278270,234765,183
32787,20231206,5,2,1,6,121171,104131,939
32788,20231119,2,1,1,19,138002,130920,929
32789,20250617,1,8,1,13,139073,184828,1092
32790,20230602,2,1,7,13,452655,406871,1188
32791,20230502,8,8,4,12,96020,142368,6
32792,20251201,4,8,3,16,321484,303838,192
32793,20231121,8,15,1,6,253551,244096,793
32794,20240510,10,8,4,3,12010,14193,13
32795,20220201,2,6,8,7,191241,280602,458
32796,20240527,3,12,2,1,149533,154666,4
32797,20220901,3,2,9,10,29130,31803,26
32798,20230910,2,6,1,12,144170,150050,597
32799,20231228,4,1,1,2,225451,173665,1116
32800,20241123,10,4,1,6,227320,273433,364
32801,20250908,8,13,10,3,73851,63623,54
32802,20251105,4,5,7,19,427792,391303,261
32803,20230429,9,5,1,2,117360,83059,364
32804,20240704,1,5,3,13,355566,425507,296
32805,20231001,7,11,1,16,135720,130585,552
32806,20220818,3,1,2,5,314087,362777,34
32807,20240210,3,5,1,5,129892,73568,735
32808,20240727,11,9,3,6,304660,329404,84
32809,20240701,1,9,4,5,35781,39753,60
32810,20251003,4,1,5,11,36380,40899,70
32811,20250815,1,5,1,19,245001,191022,738
32812,20240317,12,8,2,1,29663,35827,113
32813,20231115,12,7,5,7,46931,43499,6
32814,20250303,1,14,5,1,184609,193219,50
32815,20250206,7,8,7,18,20495,0,584
32816,20220415,9,8,3,2,235384,244408,1029
32817,20230422,2,1,5,5,194490,203817,61
32818,20240827,4,4,3,18,209856,239255,192
32819,20220210,2,6,4,19,100628,103634,36
32820,20251022,3,14,4,9,90100,90504,55
32821,20251029,7,2,4,16,92675,80860,100
32822,20240718,11,10,3,2,535096,451046,1019
32823,20220421,1,8,4,19,52717,39858,68
32824,20240509,4,4,4,1,64901,50842,73
32825,20250830,4,13,1,6,253940,290739,548
32826,20240210,2,4,10,12,4416,5108,78
32827,20230928,3,3,5,10,214894,265052,99
32828,20240712,12,8,4,10,16562,17682,58
32829,20250321,2,1,9,15,67045,62952,66
32830,20250210,4,1,1,10,270826,311999,684
32831,20230819,4,2,1,14,243890,287893,424
32832,20230306,6,5,5,5,302476,267395,8
32833,20250816,8,5,1,19,73676,81673,556
32834,20240118,11,1,3,6,429263,398650,792
32835,20231015,4,4,10,13,17531,20969,13
32836,20231119,4,3,7,1,234829,254810,106
32837,20231229,12,6,5,1,232017,199583,68
32838,20250513,3,13,1,14,132222,153996,388
32839,20250121,5,8,7,15,63830,62797,167
32840,20240209,4,9,1,7,47474,38184,1154
32841,20220302,2,8,7,7,220538,194211,590
32842,20230202,12,2,5,1,103676,87294,33
32843,20231218,5,3,3,11,242772,255564,579
32844,20230527,3,14,4,11,51385,47509,51
32845,20240708,10,3,1,16,41562,38317,577
32846,20220710,12,14,4,5,86248,102727,49
32847,20240211,10,4,6,2,19524,20443,51
32848,20231015,2,3,1,17,77641,92146,92
32849,20240315,9,13,1,7,214305,193376,301
32850,20230831,5,11,1,6,211102,283327,995
32851,20220519,3,9,3,20,612198,503061,200
32852,20231229,9,2,3,10,523451,699311,1059
32853,20220703,4,15,1,6,258326,259287,573
32854,20240427,6,1,5,8,242029,262920,32
32855,20240417,5,15,3,18,219038,279550,1040
32856,20240729,5,14,1,12,177266,141918,657
32857,20250819,6,3,5,12,215115,236587,31
32858,20220811,11,2,1,5,136108,171335,727
32859,20251106,1,10,3,8,662656,583848,36
32860,20240907,2,11,2,16,172991,248378,84
32861,20230518,2,3,8,16,178623,175755,861
32862,20240507,3,15,1,16,186790,209985,768
32863,20240509,9,9,3,17,363757,371544,892
32864,20240925,3,12,2,6,29397,32039,56
32865,20250122,1,5,1,15,229782,223569,779
32866,20250709,11,13,1,9,95671,65488,84
32867,20220821,7,5,5,9,235692,323977,86
32868,20251129,1,11,1,2,111083,116154,1055
32869,20241220,3,1,1,16,268678,226278,843
32870,20220921,4,2,1,7,49032,47155,648
32871,20230919,10,5,1,5,171347,170603,984
32872,20250221,2,5,9,2,83996,71116,89
32873,20240126,4,4,1,8,157519,153115,409
32874,20251015,9,12,5,3,87635,107513,44
32875,20241217,1,5,3,9,698691,902989,77
32876,20220804,10,7,3,12,504641,512412,483
32877,20250728,7,11,4,13,10772,13582,48
32878,20240608,7,3,6,9,38960,37914,94
32879,20230607,10,4,6,7,64451,69710,46
32880,20230404,8,10,1,5,247784,325696,444
32881,20250629,10,10,3,12,426526,456082,581
32882,20230814,3,8,5,2,346149,377949,35
32883,20230227,4,5,5,19,190379,206130,69
32884,20230905,10,8,2,9,300093,233429,80
32885,20231123,2,4,3,17,452681,490119,896
32886,20230816,8,9,1,18,138864,177908,1075
32887,20220905,8,8,1,5,186334,197097,955
32888,20251009,2,8,1,4,96818,131123,1072
32889,20240624,2,14,4,3,111443,142178,84
32890,20230831,4,5,3,4,560929,477441,478
32891,20230909,6,4,2,11,437990,441168,98
32892,20240420,1,9,3,5,95473,81172,213
32893,20220820,5,7,10,16,41507,52222,103
32894,20231111,6,3,1,3,215854,259595,461
32895,20220525,7,8,10,11,47682,55877,37
32896,20240914,7,1,1,16,247861,296511,435
32897,20250107,1,14,7,6,248182,269793,362
32898,20230607,12,12,7,5,220114,126001,940
32899,20220516,9,15,1,18,122381,149736,454
32900,20250927,9,6,10,5,65633,64996,43
32901,20231015,6,9,10,19,23111,25902,58
32902,20241107,4,8,1,13,113706,125200,632
32903,20240426,4,13,3,10,409216,444542,746
32904,20231229,8,13,7,5,276484,309499,963
32905,20220312,7,4,1,18,227641,220564,828
32906,20250603,2,8,4,18,20944,14226,21
32907,20250211,10,13,1,11,161770,173571,1049
32908,20240618,3,4,1,13,104577,128200,862
32909,20220826,4,11,4,13,70846,74707,24
32910,20250630,2,3,3,20,224943,129348,1057
32911,20220803,3,5,1,6,73172,89081,494
32912,20251204,12,2,8,15,419444,496759,209
32913,20230430,10,2,10,18,15194,17307,83
32914,20250227,8,15,1,20,77752,68394,560
32915,20230601,1,3,3,6,664428,715298,290
32916,20240625,3,8,3,4,390352,338279,873
32917,20230729,2,6,3,1,192013,212407,995
32918,20221006,5,5,8,15,113560,139949,874
32919,20240809,1,10,1,11,197847,198602,676
32920,20231201,4,7,3,13,213437,0,1117
32921,20241228,10,3,4,9,85746,82764,51
32922,20250104,1,1,8,1,519332,621944,267
32923,20240402,12,5,1,7,104512,122252,1151
32924,20250805,4,4,4,13,110281,120859,18
32925,20240110,4,6,4,2,111924,122060,51
32926,20230830,1,4,3,2,506211,421499,1095
32927,20250815,6,3,1,19,159989,179404,662
32928,20240308,1,11,3,19,161220,205974,340
32929,20220617,6,10,5,20,36370,38543,6
32930,20220526,12,3,5,18,64033,86524,29
32931,20240312,3,7,2,7,360657,379236,58
32932,20230201,10,2,9,11,15946,14896,63
32933,20241013,1,14,3,10,147006,166537,65
32934,20230513,9,10,1,1,80302,81578,274
32935,20250121,3,3,3,3,63583,92587,480
32936,20250107,6,7,3,2,94439,121512,726
32937,20230310,11,11,3,17,266832,312859,439
32938,20220406,10,5,8,20,643791,536604,373
32939,20230115,12,3,1,8,235794,353272,168
32940,20220608,5,13,3,2,320695,294360,671
32941,20240816,5,2,4,16,105829,112207,70
32942,20250201,4,7,3,6,103699,82669,546
32943,20240420,1,5,8,11,196843,281080,430
32944,20240213,6,6,2,13,288436,388540,41
32945,20220603,2,5,8,5,434499,429969,1101
32946,20220729,4,3,8,11,38317,34806,610
32947,20250319,8,6,1,12,45642,42437,588
32948,20240110,1,8,1,1,52326,53021,142
32949,20250331,12,4,3,6,555545,703651,792
32950,20220324,4,3,10,1,55086,51313,66
32951,20221110,2,8,1,12,231876,192213,1182
32952,20250614,4,3,4,16,40311,41551,38
32953,20231208,6,3,9,5,98832,78162,4
32954,20230126,3,1,1,1,189077,269163,259
32955,20241104,2,2,2,5,292660,268194,8
32956,20220601,12,12,1,12,216040,189465,459
32957,20230504,8,7,3,10,145568,150726,968
32958,20221115,6,9,6,20,48766,53367,13
